Creditor Name,Address Line 1,Address Line 2,Address Line 3,City,State,Zip,Contact,Phone,Fax,Consideration,Last Updated
Shilohwood Community HOA,8708 Central Valley Rd NE,,,Bremerton,WA,98311,,,,,07/18/2023
Shirley Ezell,10601 Snead Drive,,,Sun City,AZ,85351,,,,,11/12/2025
"SHOP YOUR WAY ,ASTERCARD",PO BOX 78024,,,Phoenix,AZ,85062-8024,,,,,03/08/2023
Shop Your Way MasterCard,PO Box 78024,,,Phoenix,AZ,85062-8024,,,,,06/14/2023
Shop Your Way Mastercard,P.O. Box 78024,,,Phoenix,AZ,85062-8024,,,,,12/03/2024
Shopify,33 New Montgomery St #750,,,San Francisco,CA,94105,,,,,11/22/2022
Shopify,151 O'Connor Street,,,Apache Junction,AZ,85119,,,,,02/18/2025
Shor Dental,Ste 300,1500 Fairview Ave E,,Seattle,WA,98102,,,,,02/09/2023
Shoreline SDA Church,17424 5th Ave NE,,,Seattle,WA,98155,,,,,12/04/2025
Show Low Justice Court (Precinct 5),550 N 9th Pl,,,Show Low,AZ,85901,,,,,11/18/2021
Show Mastercard,Attn: Bankruptcy,PO Box 5161,,Sioux Falls,SD,57117-5161,,,,,05/30/2025
"SI VI, LLC",2100 Lake Washington Blvd,,,Renton,WA,98056,,,,,12/23/2025
Sibley State Bank,803 4th Avenue,,,Sibley,IA,51249,,,,,03/17/2026
Sicilia Chiropractic,611 W. Garland,,,Spokane,WA,99205,,,,,05/22/2024
"Siderius Lonergan & Martin, LL","500 Union St., Suite 847",,,Seattle,WA,98101,,,,,08/09/2021
Sienna at South Mountain,8449 South 59th Avenue,,,Laveen,AZ,85339,,,,,03/11/2024
Sienna Park Apartments,"10713 17th Ave. S, #D",,,Tacoma,WA,98444,,,,,01/26/2023
Sienna Ridge AZ LLC,0507 5353 E. 22nd Street,Apt 0507,,Tucson,AZ,85711,,,,,12/19/2025
Sienna Vista Community Association,4645 E. Cotton Gin Loop,,,Phoenix,AZ,85040,,,,,09/04/2019
Sierra Estrellas Emergency Physicians,PO Box 99035,,,Las Vegas,NV,89193,,,,,09/07/2021
Sierra Funding,855 Maestro Drive,,,Reno,NV,89511,,775-358-8442,,,09/18/2019
Sierra Jensen,3297 Rd. U SE,,,Warden,WA,98857,,,,,08/27/2024
Sierra Orthopedics PC,"1780 E. Florence Blvd., Suite 106",,,Casa Grande,AZ,85122,,,,,06/24/2024
Sierra Outsourcing Solution,"4600 Kietzke Lane, #B119",,,Reno,NV,89502,,,,,11/04/2024
Sierra Outsourcing Solutions (Synergy In,4600 Kietzke Lane B119,,,Reno,NV,89502,,,,,04/28/2025
Sierra Pacific Industries,PO Box 496028,,,Redding,CA,96049,,,,,02/20/2026
Sierra Sun Asset Management,12415 172nd St. E,,,Puyallup,WA,98374,,,,,04/14/2023
Sierra Verde,c/o Vision Community Management,PO Box 65422,,Phoenix,AZ,85082-5422,,,,,04/24/2020
Sierra Verde,16625 S. Desert Foothills Parkway,,,Phoenix,AZ,85048,,,,,11/23/2022
Sierra Visa Justice Court,100 Colonia De Salud #108,,,Sierra Vista,AZ,85635,,,,,01/25/2022
Sierra Vista Apartments,3535 N. 1st Avenue,,,Tucson,AZ,85719,,,,,08/27/2019
Sierra Vista Hospital,800 E 9th Ave,,,Truth Or Consequences,NM,87901,,,,,06/07/2024
Sierra Vista Justice Court,100 Colonia De Salud,,,Sierra Vista,AZ,85635,,,,,05/12/2022
Sierra Vista Justice Court,RE Case:,100 Colonia De Salud,,Sierra Vista,AZ,85635,,,,,06/28/2024
Signature Smiles,7117 E Broadway Blvd,,,Tucson,AZ,85710,,,,,08/14/2023
Silo Storage,7 Magnolia Blvd,,,Savannah,GA,31407,,,,,03/23/2026
Silver Cloud Financial,635 E. Hwy 20,,,Upper Lake,CA,95485,,,,,05/11/2021
Silver Creek Association,c/o Real Estate Investment Ser,Suite 300 A,7609 Steilacoom Blvd.,Lakewood,WA,98498,,,,,06/22/2023
Silver Falls Dermatology,Attn: Billing,PO Box 741825,,Los Angeles,CA,90074,,,,,03/15/2023
Silver Falls Dermatology LLC,dba Reichel Dermatology Assoc.,PO Box 741825,,Los Angeles,CA,90074,,,,,10/06/2021
Silver Financial Capital Inc,1338 S Foothill Drive #195,,,Salt Lake City,UT,84108,,,,,10/15/2020
Silver Home Real Estate Services,"6226 E. Pima, St. 150",,,Tucson,AZ,85712,,,,,08/29/2022
Silverbell Dental Care,Ste 190,1370 N Silverbell Rd.,,Horton,AL,35980,,,,,03/25/2024
Silverdale General Internal Me,P.O. Box 34584,C/O Patient Financial Services,,Seattle,WA,98124-1584,,,,,10/16/2023
Silverdale Laboratory Phys,P.O. Box 34584,C/O Patient Financial Services,,Seattle,WA,98124-1584,,,,,10/16/2023
Silverdale Medical Center,PO. Box 34584,C/O/ Patient Financial Service,,Seattle,WA,98124-1584,,,,,10/16/2023
Silverdale Pharmacy,PO Box 34584,C/O Patient Financial Services,,Seattle,WA,98124-1584,,,,,10/16/2023
Silverman Theologou,11835 W Olympic Blvd.,Suite 855E,,Los Angeles,CA,90064,,213-226-6922,213-226-6964,,12/05/2025
Simm Associates,Dept 647 PO Box 4115,,,Concord,CA,94524,,,,,03/23/2026
SIMM Associates - Klarna,800 Pencader Dr.,,,Newark,DE,19702,,,,,11/09/2023
"SIMM Associates, Inc.",P.O. Box 7526,,,Newark,DE,19714,,,,,12/08/2020
Simon Med,P.O. Box 204165,,,Dallas,TX,75320-4165,,,,,02/18/2025
Simon Med Imaging,6900 E. Camelback Rd.,,,Scottsdale,AZ,85251,,,,,04/05/2021
SimonMed,P.O. Box 204165,,,Dallas,TX,75320-4165,,,,,07/28/2025
SimonMed,P.O. Box 204165,,,Dallas,TX,75320,,,,,02/18/2025
SIMONMED,PO BOX 204165,,,Dallas,TX,75320,,,,,04/30/2020
SimonMed,PO Box 3484,,,Toledo,OH,43607-0484,,,,,08/31/2023
SimonMed Imaging - Thunderbird,5410 W Thunderbird Rd Ste 100,,,Glendale,AZ,85306,,,,,02/28/2024
Simple Fast Loans,"8601 Dunwoody Place, Suite 406",,,Atlanta,GA,30350,,,,,03/06/2020
Simple RTO LLC,"1225 E Fort Union Blvd, Ste 300",,,Midvale,UT,84047,,,,,01/19/2022
Simplebond Insurance Service LLC,4500 E SPEEDWAY BLVD #31,,,Tucson,AZ,85712,,,,,08/31/2022
Simplicity Health PA,PO Box 7366,,,Saint Cloud,MN,56303,,,,,05/20/2022
Simply Bits,5225 N. Sabino Canyon Rd.,,,Tucson,AZ,85750,,,,,04/26/2024
Simply Self Storage,50 Okeefe Lane,,,Warwick,RI,02888,,,,,05/16/2024
Singer Pistiner P.C.,7502 E. Pinnacle Peak Rd. Ste. B118,,,Scottsdale,AZ,85255,,,,,03/01/2021
Singing River Health System,PO Box 3475,,,Toledo,OH,43607,,,,,05/18/2020
Sinus & Allergy Wellness Center,"8573 E Princess Dr, Suite B111",,,Scottsdale,AZ,85255,,,,,04/05/2021
Sinus & Allergy Wellness Center,of North Scottsdale,"8573 E Princess Dr., Suite B111",,Chandler,AZ,85225,,,,,01/12/2024
Sir Glass,2974 SE 38th CT,,,Hillsboro,OR,97213,,,,,09/16/2025
SIREN WSFS UNICORN,PO Box 30281,,,Philadelphia,PA,19103,,,,,08/25/2025
Siskiyou Modoc Regional DCSS,PO Box 1047,,,Yreka,CA,96097,,,,,12/16/2025
SJRMC ER Physicians,801 W. Maple,,,Farmington,NM,87401,,,,,03/02/2021
"Skagit Bonded Collectors, Ltd.",1520 E. College Way,,,Mount Vernon,WA,98273-5615,,,,,12/15/2021
Skagit County District Court,600 S 3rd St,,,Mount Vernon,WA,98273,,,,,03/10/2022
Skagit County District Court,Re Case #:,600 S. 3rd St.,,Mount Vernon,WA,98273,,,,,05/12/2022
Skagit County District Court,600 S. 3rd St.,,,Mount Vernon,WA,98273,,,,,06/05/2023
Skagit Digital Imaging,1320 E Division St.,,,Mount Vernon,WA,98274,,,,,08/17/2022
Skagit Golf & Country Club,"16701 Country Club Dr,",,,Burlington,WA,98233,,,,,03/22/2022
"Skagit Law Group, PLLC",PO Box 1048,,,Mount Vernon,WA,98273,,,,,12/15/2021
Skagit Northwest Orthopedics,1500 Continental Place,,,Mount Vernon,WA,98273,,,,,06/23/2023
Skagit Radiology,Po Box 2803,,,Mount Vernon,WA,98273,,,,,05/08/2025
Skagit Radiology Inc,PO Box 2803,,,Mount Vernon,WA,98273,,,,,04/22/2022
Skagit Radiology Inc,P.O Box 2803,,,Marysville,WA,98271,,,,,01/29/2024
Skagit Radiology Inc.,P.O. Box 2803,,,Mount Vernon,WA,98273,,,,,03/13/2025
Skagit Regional Health,P.O. Box 35187,,,Seattle,WA,98214,,,,,08/21/2024
Skagit Regional Health,300 S 14th St,,,Anacortes,WA,98221,,,,,08/14/2025
Skagit Regional Health,PO BOX 1376,,,Mount Vernon,WA,98273-1376,,,,,03/21/2022
Skagit Superior Court,205 W Kincaid St,,,Mount Vernon,WA,98273,,,,,12/30/2021
Skagit Valley Hospital,300 Hospital Parkway,,,Mount Vernon,WA,98273,,,,,07/29/2022
Skagit Valley Hospital,Attn: Patient Financial Servic,PO Box 1376,,Mount Vernon,WA,98273,,,,,11/16/2023
Skellenger Bender,"520 Pike St., Ste. 1001",,,Seattle,WA,98101,,,,,08/18/2023
"Ski Ambulatory Surgical Centers, LLC",PO Box 14000,,,Belfast,ME,04915,,,,,05/22/2025
SKO Brenner American,40 Daniel St.,PO Box 230,,Farmingdale,NY,11735,,,,,11/18/2020
"SKO Brenner American, Inc.",P.O. Box 230,,,Farmingdale,NY,11173-5000,,,,,12/08/2020
Skopos Financial LLC,500 W. John Carpenter Fwy,,,Irving,TX,75062,,,,,08/20/2019
SkuTrail Cash,"Ningodwaaswi, LLC",PO  Box 1115,,Lac Du Flambeau,WI,54538,,,,,10/08/2021
Sky Trail Cash,"8164 Las Vegas Blvd., Suite 450",,,Las Vegas,NV,89123,,,,,02/23/2023
"Sky Trail Servicing Group, LLC",3201 Summerhill Road,,,Texarkana,TX,75503,,,,,10/15/2020
Skylark Village Estates,900 29TH ST SE,RENTAL OFFICE,,AUBURN,WA,98002-7792,,,,,10/27/2023
Skytrail Cash,"Ningodwaaswi, LLC",P.O. Box 1115,,Lac Du Flambeau,WI,54538,,,,,04/01/2021
Skyway Surgery - MNFT,95 Argonaut #200,,,Aliso Viejo,CA,92656,,,,,06/16/2021
Sloan Servicing,PO Box 2877,,,Omaha,NE,68103,,,,,03/10/2025
Sloan Servicing,PO Box 2970,,,Omaha,NE,68103,,,,,03/10/2025
Sloan Servicing,P.O. Box 16129,,,Saint Paul,MN,55116,,,,,05/16/2025
SLV Health,106 Blanca Ave,,,Alamosa,CO,81101,,,,,06/05/2023
Small business administration,409 3rd St. SW.,,,Washington,DC,20416,,,,,03/14/2023
Smart Deal LLC,4609 W Glendale Ave,,,Glendale,AZ,85301,,,,,01/12/2026
Smart Pay,"7755 Montgomery Rd., #400",,,Cincinnati,OH,45236,,,,,10/31/2024
Smart Start,1708 E. McDowell Rd.,,,Phoenix,AZ,85006,,,,,11/28/2022
SmartStop Self Storage,1401 N Meridian Ave,,,Puyallup,WA,98371,,,,,01/17/2025
SMI Imagine,"235 S. Dobson Road Bldg L, Unit 1235 S.",,,Chandler,AZ,85224,,,,,04/03/2020
SMI Imaging,PO Box 204165,,,Dallas,TX,75320,,,,,01/30/2024
SMI Imaging Inc. AZ,P.O. Box 204121,,,Dallas,TX,75320-4141,,,,,02/18/2025
Smi Imaging Llc,10575 N Tatum Blvd Ste C-128,,,Paradise Valley,AZ,85253,,,,,08/04/2020
SMI Imaging LLC AZ,Attn: Bankruptcy,PO Box 204165,,Dallas,TX,75320,,,,,09/29/2020
"SMI Imaging, LLC",Dept. 710075,PO Box 514670,,Los Angeles,CA,90051,,,,,10/24/2023
SMIL,PO Box 207758,,,Dallas,TX,75320,,,,,06/28/2022
SMIL a division of Southwest,Diagnostic Imaging Ltd.,PO Box 207758,,Dallas,TX,75320,,,,,04/13/2022
Smile Direct Club,414 Union Street,,,Nashville,TN,37219,,,,,10/03/2019
Smile Generation Financial | Comenity,Attn: Bankruptcy,PO Box 183043,,Columbus,OH,43218,,,,,10/14/2020
"Smith & Wamsley, PLLC",2940 North Swan Road,,,Tucson,AZ,85712,,,,,07/02/2025
Smith Dermatology,Suite 102,4915 E. Baseline Rd.,,Gilbert,AZ,85234,,,,,04/05/2021
Smith's Food and Drug Center's Inc.,1014 Vine Street,,,Cincinnati,OH,45202,,,,,10/30/2024
"Smith, Rouchon, & Associates",1456 Ellis Avenue,,,Jackson,MS,39204,,,,,08/09/2022
SN Servicing Corp.,323 5th St,,,Eureka,CA,95501,,,,,06/23/2025
Snap Diagnostics LLC,P.O. Box 7214,,,Carol Stream,IL,60197-7214,,,,,04/30/2024
Snap Diagnostics LLC,P.O. Box 371863,,,Pittsburgh,PA,15250-7863,,,,,08/21/2025
Snap Finance,PO Box 26561,,,Salt Lake City,UT,84126,,,,,10/03/2019
Snap Finance,1193 West 2400 South,,,Salt Lake City,UT,84119,,,,,04/14/2023
Snap Finance,P.O. Box 26561,,,Salt Lake City,UT,84126,,,,,08/11/2023
Snap Finance,10009 234th Ave E,,,Bonney Lake,WA,98391,,,,,04/22/2026
Snap On Credit,950 Technology Way,#301,,Libertyville,IL,60048,,,,,02/10/2022
Snap RTO LLC,PO Box 26561,,,Salt Lake City,UT,84126,,,,,10/29/2020
Snap TO LLC,PO Box 26561,,,Salt Lake City,UT,84126,,,,,01/17/2022
Snap-On by Richard Collins,7435 Indian Springs,,,Sparks,NV,89436,,,,,12/08/2020
Snap-on Credit,Attn: Bankruptcy,"950 Technology Way, Suite 301",,Libertyville,IL,60048,,,,,05/18/2023
Snell and Wilmer,"600 University Street,",Suite 300,,Seattle,WA,98101,,2067411420,,,11/12/2025
Snocope Credit Union,3130 Rockefeller Ave,,,Everett,WA,98201,,,,,01/13/2026
Snohomish County,Superior Court,3000 Rockefeller Ave,,Everett,WA,98201,,,,,04/13/2026
Snohomish County District Cour,Re Case #:,3000 Rockefeller Ave. MS 709,,Everett,WA,98201,,,,,08/09/2021
Snohomish County District Cour,Re Case #:,14414 179th Ave. SE,,Monroe,WA,98272,,,,,08/07/2023
Snohomish County PUD,"PO Box 1100,",,,Everett,WA,98206,,,,,03/21/2022
Snohomish County Superior Cour,3000 Rockefeller Ave,,,Everett,WA,98201,,,,,01/21/2022
Snohomish County Superior Ct.,Re Case #:,3000 Rockefeller Ave.,,Everett,WA,98201-4046,,,,,05/26/2025
Snohomish County Treasurer M/S,3000 Rockefeller Ave,,,Everett,WA,98201,,,,,03/12/2025
Snohomish South District Court,20520 68th Ave W,,,Lynnwood,WA,98036,,,,,02/25/2026
Snoqualmie Valley Hospital,9801 Frontier Ave. SE,,,Snoqualmie,WA,98065,,,,,12/09/2024
Snow Teeth Whitening,6929 North Hayden Rd.,,,Scottsdale,AZ,85250,,,,,09/21/2022
Snowflake Justice Court,"145 S Main St, Suite D",,,Snowflake,AZ,85937,,,,,01/31/2025
SNR Property Management,7809 Pacific Avenue,,,Tacoma,WA,98408,,,,,08/14/2025
SO Fremont Station Owner LLC,555 W. Forest Meadows St.,,,Flagstaff,AZ,86001,,,,,12/11/2025
Soaring Heights Communities,8090 E. Ironwood Street,,,Tucson,AZ,85708,,,,,09/10/2025
Sobel Family Medicine,4550 E. Bell Rd. 114,,,Phoenix,AZ,85032,,,,,02/09/2021
Soc Sec Admin Office,155-10 Jamaica Ave,,,Jamaica,NY,11432,,,,,03/31/2026
Social Security,Great Lakes Program Service Center,600 West Madison Street,,Chicago,IL,60661-2474,,,,,08/12/2025
Social Security,205 North Marina,,,Prescott,AZ,86301,,,,,10/31/2024
Social Security,3809 Broadway,,,Everett,WA,98201,,,,,07/02/2025
Social Security Administration,Western Program Service Center,PO Box 4055,,Richmond,CA,94804-9941,,,,,09/09/2019
Social Security Administration,1100 West High Rise,6401 Security Blvd.,,Baltimore,MD,21235-5000,,,,,07/28/2022
Social Security Administration,1100 West High Rise,6401 Security Blvd.,,Baltimore,MD,21235,,,,,12/15/2022
Social Security Administration,1500 Woodlawn Drive,,,Baltimore,MD,21241,,,,,08/11/2023
Social Security Administration,601 E 12th St STE N143,,,Kansas City,MO,64106,,,,,05/29/2024
Social Security Administration,402 Yauger Way SW,,,Olympia,WA,98502,,,,,04/22/2025
Social Security Administration,"714 North Iron Bridge Way, STE 10",,,Spokane,WA,99202-4926,,,,,04/23/2025
Social Security Admistration,PO BOX 2000,,,Richmond,CA,94802,,,,,03/10/2025
Social Security Office,702 W JEROME AVENUE,,,Mesa,AZ,85210,,,,,07/28/2022
SoD of Clinical Accounting,1959 NE Pacific Streer,,,Seattle,WA,98195,,,,,04/02/2025
SOFI,2750 E. Cottonwood Parkway Ste 300,,,Salt Lake City,UT,84121,,,,,07/23/2025
SOFI BANK,2750 E COTTONWOOD PKWY,,,COTTONWOOD HEIGHTS,UT,84121,,,,,05/16/2025
SOFI BANK,ONE LETTERMAN DRIVE,"BUILDING A, SUITE 4700",,SAN FRANCISCO,CA,94129,,,,,05/16/2025
SoFi Bank NA,2750 E Cottonwood Parkway,Suite 300,,Salt Lake City,UT,84121,,,,,07/20/2023
SoFi Bank NA,PO Box 734297,,,Dallas,TX,75373-4297,,,,,08/15/2023
"Sofi Bank, National",Attn: Bankruptcy,2750 E Cottonwood Pkwy Ste 300,,Salt Lake City,UT,84121-7285,,,,,08/18/2025
"SOFI BANK, NATIONAL",PO Box 654081,,,Dallas,TX,75265,,,,,09/29/2025
SOL,P.O Box 208593,,,Dallas,TX,75320,,,,,10/02/2023
Solar City,3055 Clearview Way,,,San Mateo,CA,94402,,,,,03/17/2026
Solar House II,3055 Clearview Way,,,San Mateo,CA,94402,,,,,10/02/2020
Solar Mosaic Inc,Attn: Bankruptcy,"300 Lakeside Dr, 24th Fl",,Oakland,CA,94612,,,,,01/30/2023
Solar Mosaic LLC,"601 N. 12th Street, Suite 325",,,Oakland,CA,94607,,,,,01/20/2023
Solar Mosaic LLC,"601 12th St., Ste. 325",,,Oakland,CA,94607,,,,,07/14/2025
Solara Apartments,12736 Lake City Way NE,,,Seattle,WA,98125,,,,,08/25/2022
SolarCity Corporation,3055 Clearview Way,,,San Mateo,CA,94402,,,,,05/14/2025
Solaris on University,737 South Priest Drive,,,Tempe,AZ,85281,,,,,03/20/2026
Solarity Credit Union,P.O. Box 2922,,,Yakima,WA,98907,,,,,10/26/2023
Sole Foot & Ankle Specialists,PO Box 27514,,,Tempe,AZ,85285,,,,,06/23/2021
Solera Apartnments,2950 NE 11st St.,,,Renton,WA,98056,,,,,03/02/2026
Solidarity Credit Union,PO Box 2922 Yakima,,,Yakima,WA,98907,,,,,05/29/2025
Solis at Towne Center,17600 N 79th Ave.,,,Glendale,AZ,85308,,,,,08/05/2020
Solis Benora Mammography,ATTENTION 5127,PO Box 3484,,Toledo,OH,43607-0484,,,,,10/30/2024
Solo funds,1680 Vine St. Suite 300,,,Los Angeles,CA,90028,,,,,01/27/2026
Solo Trans Inc,180 Mesa Dr,,,Athol,ID,83801,,,,,09/30/2025
SoloSuit,1903 Hervert Ave,,,Salt Lake City,UT,84108,,,,,02/12/2024
Solverity - Collections Agency,Suite A,9707 NE 54th St.,,Vancouver,WA,98682,,,,,03/30/2026
Solverity - Collections Agency,Suite A,9707 NE 54th St.,,Yelm,WA,98597,,,,,05/23/2024
Somerton-San Luis Justice Court,P.O. Box 7650,,,San Luis,AZ,85349,,,,,10/25/2024
Sonia Lopez,1310 Roosevelt Ave,,,Yakima,WA,98902,,,,,01/12/2026
"Sonoma at Porter Ranch, Shapell Properti",20310 Sorrento Lane,,,Porter Ranch,CA,91326,,,,,01/13/2023
Sonoma Landing Apartments,4776 E. Guadalupe Rd.,ATTN: Leasing Office,,Gilbert,AZ,85234,,,,,07/25/2023
Sonoma View Cornerstone Mgmt.,3030 E Broadway Rd,,,Mesa,AZ,85204,,,,,12/23/2022
Sonora Behavioral Health,3130 E. Broadway Blvd. Suite 196,,,Tuscon,AZ,85716,,,,,03/03/2020
Sonora Quest Lab,"9700 N. 91st Street, Unit A103",,,Scottsdale,AZ,85258,,,,,01/30/2025
Sonora Quest Lab,PO Box 36020,,,Phoenix,AZ,85067,,,,,04/29/2025
Sonora Quest Laboratories,424 S 56th St Ste 100,,,Phoenix,AZ,85034,,,,,03/17/2026
Sonora Quest Laboratories,P.O. Box 36020,,,Phoenix,AZ,85067,,,,,04/30/2024
Sonora Quest Laboratories,PO Box 36020,,,Phoenix,AZ,85067,,,,,10/17/2023
Sonora Quest Laboratories,PO Box 52880,,,Phoenix,AZ,85072,,,,,05/24/2022
Sonora Quest Laboratories,PO Box 52880,,,Phoenix,AZ,85072-2880,,,,,01/24/2022
Sonora Quest Laboratories,P.O. Box 52880,,,Phoenix,AZ,85072-2880,,,,,02/18/2025
Sonora Quest Laboratories,424 S. 56th St. Suite 100,,,Phoenix,AZ,85034,,,,,12/07/2021
Sonora Quest Laboratories,424 S 56th St. Suite 100,,,Phoenix,AZ,85034,,,,,10/25/2021
Sonora Quest Laboratories,PO Box 25880,,,Phoenix,AZ,85072,,,,,10/25/2021
Sonora Quest Laboratories,"424 S 56th St, Suite 100",,,Phoenix,AZ,85034,,,,,01/03/2022
Sonora Quest Laboratories,1255 W Washington St.,,,Tempe,AZ,85281,,,,,04/27/2020
Sonora Quest Labs,1255 W. Washington Street,,,Tempe,AZ,85281,,,,,09/16/2019
Sonora Quest Labs,PO Box 52880,,,Phoenix,AZ,85072,,,,,11/11/2020
Sonora Radiology,P.O. Box 208593,,,Dallas,TX,75320-8593,,,,,07/28/2025
"Sonoran Apache, LLC/Quail Canyon LLC",10455 E. Via Linda Rd,,,Scottsdale,AZ,85258,,,,,08/15/2022
Sonoran Behavioral Hospital,6050 N Corona Rd,,,Tucson,AZ,85704,,,,,02/14/2020
Sonoran Crossing Medical Center,33400 N 32nd Ave,,,Phoenix,AZ,85085,,,,,06/08/2023
Sonoran Life Solutions,"13460 N. 94th Dr., Suite M-1",,,Peoria,AZ,85381,,,,,02/07/2022
Sonoran Quest Laboratories,PO Box 52880,,,Phoenix,AZ,85072-2880,,,,,01/24/2022
Sonoran Radiology,"13333 NORTHWEST FWY.,  STE 540",,,HOUSTON,TX,77040,,,,,03/19/2021
Sonoran Radiology,Attn: Bankruptcy | Billing,PO Box 208593,,Dallas,TX,75320,,,,,02/28/2022
Sonoran Radiology LTD,"1325 Miller Road, Suite S",,,Greenville,SC,29607-6541,,,,,11/16/2022
Sonoran Ranch Estates II Community Assoc,"Smith & Wamsley, PLLC","2940 N. Swan Rd., Suite 212",,Tucson,AZ,85712,,,,,02/18/2026
Sonoran Smile Orthodontics,3336 East Chandler Heights Rd,,,Gilbert,AZ,85298,,,,,08/05/2019
Sonoran Vein & Endovascular,9192 W. Union Hills Dr.,,,Peoria,AZ,85382,,,,,06/08/2022
Sonoran Vista Homeowners Association,c/o AAM LLC,"1600 W. Broadway Rd., Suite 200",,Tempe,AZ,85282,,,,,09/23/2021
Sonoroa Quest Laboratories,424 S 56th St. Suite 100,,,Phoenix,AZ,85034,,,,,10/25/2021
Soos Creek Water & Sewer,14616 SE. 192nd St.,,,Renton,WA,98058,,,,,04/05/2024
Sorrento Community Master Association,P.O. Box 62465,,,Phoenix,AZ,85082-2465,,,,,02/10/2026
Sound Collection Services,P.O. Box 111088,,,Tacoma,WA,98411,,,,,03/06/2026
Sound Credit Union,Attn: Bankruptcy,Po Box 1595,,Tacoma,WA,98401,,,,,02/06/2023
Sound Credit Union,1331 Broadway Plaza,,,Tacoma,WA,98402,,,,,02/24/2026
Sound Family Medicine,P.O. Box 73990,,,Puyallup,WA,98373,,,,,02/19/2025
Sound Health & Wellness Trust,PO Box 2265,,,Seattle,WA,98111,,,,,06/01/2022
Sound Health and Wellness,1800 NW. Myhre Rd.,,,Silverdale,WA,98383,,,,,06/09/2023
"Sound Legal Partners, PLLC",7127 196th St SW Ste 202,,,Lynnwood,WA,98036,,,,,08/27/2025
Sound Legal Services LLC,17707 108th Ave SE,Suite 532,,Renton,WA,98055,,,,,02/12/2024
Sound Pain Alliance,PO Box 57567,,,Salt Lake City,UT,84157-0561,,,,,02/06/2023
Sound Physician,Po box 748996,,,Los Angeles,CA,90074,,,,,09/08/2023
Sound Physicians,P.O. Box 1259 Dept. #165956,,,Oaks,PA,19456,,,,,04/07/2025
Sound Properties LLC,C/O MK Property Services LLC,P.O. Box 997,,Snoqualmie,WA,98065,,,,,10/22/2024
Sound Publishing Inc,PO BOX 930,Suite S300,,Everett,WA,98208,,,,,03/23/2022
Soundview Estates Owners Assso,P.O. Box 97974,,,Las Vegas,NV,89193-7974,,,,,02/18/2025
Soundview Veterinary Hospital,2719 N. Pearl St.,,,Tacoma,WA,98407,,,,,09/30/2024
Source Receivables Management,"4615 Dundas Drive, Suite 102",,,Greensboro,NC,27407,,,,,12/20/2022
Source Receivables Mng,PO Box 4068,,,Greensboro,NC,27404,,,,,08/06/2020
South Banks Apartments,Attn: Bankruptcy | Billing,1007 W 1st St,,Tempe,AZ,85281,,,,,08/18/2020
South Bay Urgent Care,1628 Palm Ave.,,,San Diego,CA,92154,,,,,12/11/2024
South Carolina Dept of Social Services,P.O. Box 1469,,,Columbia,SC,29202,,,,,02/13/2025
South Carolina Dept. of Revenue,Attn: Bankruptcy,PO Box 125,,Columbia,SC,29214-0400,,,,,08/15/2025
South College,c/o Wakefield & Associates,PO Box 51272,,Knoxville,TN,37950-1272,,,,,10/20/2022
South Division District Court,"20520 68th Ave W,",,,Lynnwood,WA,98036,,,,,02/09/2022
South Hill Apartments,A560 South Hill,,,Bellingham,WA,98225,,,,,12/22/2025
South KITSAP Fire and Rescue,PO Box 3510,,,Silverdale,WA,98383,,,,,01/11/2023
South Lake Refuse & Recycling,PO Box 229,,,Saint Helena,CA,94574,,,,,07/17/2021
South Mountain Justice Court,Fines Management,Courtroom 300,620 W. Jackson St.,Phoenix,AZ,85003,,,,,11/09/2022
South Mountain Justice Court,"620 W Jackson St., #1044",,,Phoenix,AZ,85003,,,,,05/29/2020
South Mountain Justice Court,Re Case#:,"620 W Jackson St., #1044",,Phoenix,AZ,85003,,,,,03/26/2021
South Snohomish County Fire an,C/O Billing Services,PO Box 3510,,Silverdale,WA,98383,,,,,08/18/2025
South Sound Anesthiesia Assoc.,PO Box 94525,,,Seattle,WA,98124-6825,,,,,09/07/2023
South Sound inpatient Physc.,"P.O. Box 1259, Dept. 165956",,,Oaks,PA,19456,,,,,11/15/2024
South Sound Inpatient Physicia,PO Box 743522,,,Los Angeles,CA,90074-3522,,,,,02/21/2023
South Sound Radiology,PO Box 1259 Dept #165956,,,Oaks,PA,19456,,,,,04/28/2023
Southeast Investment Corp,4979 Peachtree,,,Atlanta,GA,30342,,,,,09/09/2022
Southeast Utah Emergency,300 Hospital Dr.,,,Price,UT,84501,,,,,04/18/2023
Southeast Valley Endoscopy,875 S. Dobson Rd,,,Chandler,AZ,85224,,,,,04/05/2021
Southeastern Arizona Behavioral Health,504 W. 29th St.,,,Tucson,AZ,85713,,,,,06/28/2024
"Southern Arizona Urgent Care, LLC",ATTN: Billing,"3662 W. Ina Rd., Suite 150",,Tucson,AZ,85741,,,,,03/04/2025
Southern California Edison,2244 Walnut Grove Ave.,,,Rosemead,CA,91770,,,,,11/29/2022
Southern Hills Acceptance - NOT IN ORIGI,"2901 W. MacAruthur Blvd., Suite 206",,,Santa Ana,CA,92704,,,,,05/05/2021
Southern Oregoon Credit Services,PO Box 4070,,,Medford,OR,97501,,,,,05/21/2021
Southridge Apartments,6820 20th St. E. Suite B,,,Tacoma,WA,98424,,,,,11/22/2024
